livre	chapitre	verset	fr	ewe
1CH	4	43	Ils battirent le reste des réchappés d’Amalek, et ils s’établirent là jusqu’à ce jour.	Eye 4 wowu Amalekto, siwo tsi anyi la, fe su- soeawo heno afima vasede egbe. Ruben fe dzidzimeviwo. Israel hgogbevi Ruben fe vi- WO; elabena eya nye ngo- gbea, ke esi wògblē ko do na to- foa fe aba la, wotso efe ngogbe- vinyenye na Israel vi Yosef fe viwo, Ke geko womenlo wofe nko di abe ngogbeawo ene o./ 2 Ela- bena Yuda sé nu le noviawo do- me, eye amepa dzo tso eme; ke ngogbevinyenye la enye osei to. Z Israel ügogbevi Ruben ' {e viwo nye: Henoh, Palu, Hez- ron kple Karmi. 4 Yoel viwo nye: Semaya, eya fe vi nye Gog, eya fe vi nye Simei, 5 eya fe vi nye Miha, eya fe vi nye Reaya, eya fe vi nye Baal, 6 eya fe vi nye Beera, amesi Asur-fia Tiglat-Pi- leser de aboyoe; eya nye Ruben- viwo fe amegá
1CH	5	7	Frères de Beéra, d’après leurs familles, tels qu’ils sont enregistrés dans les généalogies selon leurs générations: le premier, Jeïel; Zacharie;	Ale wonlo no- via, siwo tso efe fomea me la, de dzidzimegbalé la me le wofe dzi- dzime nu enye si: Yeiel, si nye tato, Zaharya, 8 Bela, Azaz vi, amesi nye Sema vi, amesi nye Yoel vi; eya no Aroer vasede Nebo kple Vaae-Meon; 9 eno gedzefe gome do ta gbedzi tso Frat-tosisi la nu, elabena wofe lawo dzi de dzi le Gilead-nyigba dzi
1CH	5	17	Ils furent tous enregistrés dans les généalogies, du temps de Jotham, roi de Juda, et du temps de Jéroboam, roi d’Israël.	Wonlo amesiawo kata di le Yuda-fia Yo- tam kple Israel-fia Yerobeam noli
1CH	6	5	Abischua engendra Bukki; Bukki engendra Uzzi;	Ger- son vi enye Libni, eya fe vi nye Yahat, eya fe vi nye Zima, 6 eya fe vi nye Zoah, eya fe vi nye Ido, eya fe vi nye Zerah, eya fe vi nye Yeatrai
1CH	6	7	Merajoth engendra Amaria; Amaria engendra Achithub;	Kehat viwo nye: Ami- nadab, eya fe vi nye Korah, eya fe vi nye Asir, 8 eya fe vi nye El- kana, eya fe vi nye Ebyasaf, eya fe vi nye Asir, 9 eya fe vi nye Ma- hat, eya £e vi nye Uriel, eya fe vi nye Uzya, eya fe vi nye Saul
1CH	6	10	Jochanan engendra Azaria, qui exerça le sacerdoce dans la maison que Salomon bâtit à Jérusalem;	Elkana viwo nye Amasai kple Ahi- mot; 11 eya fe vi nyeElkana, eya fe vi nye Zofai, eya fe vi nye Nahat, 12 eya fe vi nye Eliab, eya fe vi nye Yeroham, eya fe vi nye El- kana, eya fe vi nye Samuel
1CH	6	14	et Azaria engendra Seraja; Seraja engendra Jehotsadak,	Merari viwo nye: Maheli, eya fe vi nye Libni, eya fe vi nye Si- mei, eya fe vi nye Uza, 15 eya fe vi nye Simea, eya fe vi nye Ha- giya, eya fe vi nye Asaya
1CH	6	16	Fils de Lévi: Guerschom, Kehath et Merari.	Amesiwo Dawid do be, woa- dzi ha le Yehowa fe afe la me, tso esime adaka la kpo gbodemefe, Amesi tso Kehat viwo dome enye eman, si nye heno, amesi nye Yoel vi, amesi nye Samuel vi, 19 amesi nye Elkana vi, amesi nye Yeroham vi, amesi nye Eliel vi, amesi nye Toah vi, 20 amesi nye Zuf vi, amesi nye Elkana vi, amesi nye Mahat vi, amesi nye Amasai vi, 21 amesi nye Elkana vi, amesi nye Yoel vi, amesi nye Azarya vi, amesi nye Zefanya vi, 22 amesi nye Tahat vi, amesi nye Asir vi, amesi nye Ebyasaf vi, amesi nye Korah vi, 23 amesi nye Yizhar vi, amesi nye Kehat vi, amesi nye Lewi vi, amesi nye Israel fe vi
1CH	6	24	Thachath, son fils; Uriel, son fils; Ozias, son fils; Saül, son fils.	Novia?Asaf tsi tre de efe du- si me. Asaf enye Berehya vi, ame- si nye Simea vi, 25 amesi nye Mihael vi, amesi nye Baaseya vi, amesi nye Malkiya vi, 26 amesi nye Etni vi, amesi nye Zerah vi, amesi nye Adaya vi, 27 amesi nye Etan vi amesi nye Zima vi, amesi nye Simei vi, 28 amesi nye Yahat vi, amesi nye Gerson vi, amesi nye Lewi vi
1CH	6	29	Fils de Merari: Machli; Libni, son fils; Schimeï, son fils; Uzza, son fils;	Eye wo novi, Merari viwo, no miá me: ? Etan enye Kisi vi, amesi nye Abdi vi, amesi nye Maluh vi, 30 amesi nye Hasabya vi, amesi nye Amazya vi, amesi nye Hil- kiya vi, 31 amesi nye Amzi vi, amesi nye Bani vi, amesi nye Se- mer vi, 32 amesi nye Maheli vi, amesi nye Musi vi, amesi nye Me- rari vi, amesi nye Lewi vi
1CH	6	33	Voici ceux qui officiaient avec leurs fils. D’entre les fils des Kehathites: Héman, le chantre, fils de Joël, fils de Samuel,	Eye wodo wo novi Lewi-viwo, ne woa- wo do sia do le Mawu fe afe la me
1CH	6	34	fils d’Elkana, fils de Jerocham, fils d’Éliel, fils de Thoach,	Eye Aron kple vianutsu- wo doa dzo de numevosamlekpui kple dzudzodovosamlekpui 1a dzi, wodo wo hena kokoefewo fe ko- koefe fe dowo katà, eye wolé avu Israel le se, siwo kata Mawu fe dola Mose de la nu
1CH	6	35	fils de Tsuph, fils d’Elkana, fils de Machath, fils d’Amasaï,	Aron viwo nye esi: Eleazar, eya fe vi nye Pinehas, eya fe vi nye Abisua, 36 eya fe vi nye Buki, eya fe vi nye Uzi, eya fe vi nye Zerahya, 37 eya fe vi nye Merayot, eya fe vi nye Amarya, eya fe vi nye Ahitub, 38 eya fe akp.39 66kpo Yos. 21. e kp. 51 55. f kp. 66 61. h kp. 62 66. i kp. 40 45. . 28, 1; Mo. W. 16. maaz
1CH	6	39	Son frère Asaph, qui se tenait à sa droite, Asaph, fils de Bérékia, fils de Schimea,	Wofe nofewo le wofe anyi- gba dzi enye si le wofe afetso- tsowo nu. Aron vi, siwo tso Ke- hat viwo fe fome la me to, enye si: elabena woawo dzi dzidze la dze gba
1CH	6	40	fils de Micaël, fils de Baaséja, fils de Malkija,	Eye wotso Hebron na wo de Yuda-nyigba dzi kple lanyife, si le enu godo; 41 ke wo- tso du la fe agble kple efe ko- fewo na Yefune vi Kaleb
1CH	6	42	fils d’Éthan, fils de Zimma, fils de Schimeï,	Esi- wo wotso na Aron viwo, wonye: Sitsofedu Hebron, Libna kple enu lanyife, Yatir kple Estemoa kple wo nulanyifewo, 43 Hilen kple enu lanyife, Debir kple enu lanyife, 44 Asan kple enu lanyife kpakple Bet-Semes kple enu lanyife
1CH	6	45	fils de Haschabia, fils d’Amatsia, fils de Hilkija,	Esiwo le Benyamin-to la me la, wo- nye: Geba kple enu lanyife, Ale- met kple enu lányite kpakple Ana- tot kple enu lanyife; wofe du, si- wo kata le wofe fomea me la, le du wuieto
1CH	6	46	fils d’Amtsi, fils de Bani, fils de Schémer,	Eye wodzidze nu tso du ewo na Kehat viwo, siwo nye to la fe fome susoeawo la, de Efrayim-to, Dan-to kple Manase e to afa la me
1CH	6	47	fils de Machli, fils de Muschi, fils de Merari, fils de Lévi.	Mona du wuietó Gerson viwo le wofe fomeawo nu de Isa- har-to, Aser-to, Naftali-to kple Manase-to me le Vasan./ 48 Eye wodzidze nu tso du wuieve na Merari viwo le wofe fomeawo nu deRuben-to, Gad-to kple Zebulon- to la me. 49 Eye Israel fe viwo tso duawo kple wo nu lányifeawo na Lewi viwo; 50 eye wodzidze nu tso du, siwo nko wohle la, na wo le Yuda viwo fe to, Simeon viwo fe to kple Benyamin fe to la me.t 51 Eye wotso du na Ke- hat viwo fe fome susoeawo de Ef- rayim-to la me
1CH	6	52	Merajoth, son fils; Amaria, son fils; Achithub, son fils;	Wotso sitso- feduwo na wo: Sihem kple enu lànyife le Efrayim-to dzi, Gezer kple enu 1anyi e, 53 Yokmeam kple enu lányife, Bet-Horon kple enu lànyife; 54 Ayalon kple ein lànyife kpakple Gat-Rimon kple enu lànyife
1CH	6	59	Aschan et sa banlieue, Beth-Schémesch et sa banlieue;	Esiwo le Aser- to la me, wonye: Masal kple enu lanyife, Abdon kple enu lányife, 60 Hukok kple enu lányife kpa- kple Rehob kple enu lànyife
1CH	6	62	Les fils de Guerschom, d’après leurs familles, eurent treize villes de la tribu d’Issacar, de la tribu d’Aser, de la tribu de Nephthali et de la tribu de Manassé en Basan.	Esiwo wotso na Merari vi su- soeawo de Zebulon-to la me, wo- nye: Rimono kple enu lànyife kpa- ; kple Tabor kple enu lànyife.63 Esi- wo le Ruben-to la me le Yordan fe go kemé le Yeriho gbo le Yordan fe ġedzefe gome, wonye: Bezer le gbedzi kple enu lanyife, Yaza kple enu lanyife, 64 Kedemot kple eńu lanyife kpakple Mefaat kple enu lanyife
1CH	7	20	Fils d’Éphraïm: Schutélach; Béred, son fils; Thachath, son fils; Éleada, son fils; Thachath, son fils;	Efrayim viwo nye: Sutelah; eya fe vi nye Bered, eya fe vi nye Tahat, eya fe vi nye Eleada, eya fe vi nye Tahat,/ 21 eya fe vi nye Zabad, eya fe vi nye Sutelah, he- kpe de Ezer kple Elead ñuti. Ke Gat-nutsuwo, siwo nye anyigba- dzitowo, wu wo, elabena wova, be woalé wofe lawo
1CH	7	24	Il eut pour fille Schééra, qui bâtit Beth-Horon la basse et Beth-Horon la haute, et Uzzen-Schééra.	Vianyonu enye Seera, eyae tso Anyigbe-Bet-Horon kple Dzigbe- Bet-Horon kpakple Uzen-Seera. 25Vianutsu nye Refah, eya te viwo nye Resef kple Telah, eya fe vi nye Tahan, 26 eya fe vi nye Laedan, eya fe vi nye Amihud, eya fe vi nye Elisama, 27 eya fe vi nye Nun, eya fe vi nye Yosua
1CH	7	28	Ils avaient en propriété et pour habitations Béthel et les villes de son ressort; à l’orient, Naaran; à l’occident, Guézer et les villes de son ressort, Sichem et les villes de son ressort, jusqu’à Gaza et aux villes de son ressort.	Wofe anyigba kple wo nofewo nye: Be- tel kple enu duwo do ta Naaran le edzefe kple Gezer le getodofe kple wo nu duwo, Sehem kple enu duwo vasede Aya kple eiu duwo gbo.4 29 Manase viwo to, si le akpa sia dzi, wonye: Bet-Sean kple enu duwo; du siawo me Israel vi Yo- sef fe viwo no. 30 Aser viwo nye: Yimna, Yis- wa, Yiswi, Beria kple wo novi- nyonu Serah./ 31 Beria viwo nye: Heber kple Malhiel, eya nye Bir- zayit fofo
1CH	8	3	Les fils de Béla furent: Addar, Guéra, Abihud,	Bela viwo nye: Adar, Gera, Abi- hud, 4 Abisua, Naaman, Ahoah, 9 Gera, Sefufan kple Huram
1CH	8	17	Zebadja, Meschullam, Hizki, Héber,	Zebadya, Mesulam, Hiski, Heber, 18 Yis- merai, Yizia kple Yobab; ame- siawo nye Elpaal viwo
1CH	8	19	Jakim, Zicri, Zabdi,	Yakim, Zihri, Zabdi, 20 Elienai, Ziltai, Eliel, 21 Adaya, Beraya kple Sim- rat; woawo nye Simei viwo
1CH	8	22	Jischpan, Éber, Éliel,	Yispan, Eber, Eliel, 23 Abdon, Zihri, Hanan, 24 Hananya, Elam, Antotiya, 25 Yifdeya kple Penuel; woawo nye Sasak viwo
1CH	8	26	Schamscheraï, Schecharia, Athalia,	Sam- serai, Seharya, Atalya, 27 Yaares- ya, Eliya kple Zihri; woawo nye Yeroham vtwo
1CH	8	35	Fils de Michée: Pithon, Mélec, Thaeréa et Achaz.	Miha viwo nye: Piton, Meleh, Tahrea kple Ahaz. 36.Ahaz dzi Yoada, eye Yoada dzi Alemet, Azmawet kple Zimri. Zimri dzi Moza, 37 eye Moza dzi Binea; eya fe vi nye Rafa, eya fe vi nye Eleasa, eya fe vi nye Azel
1CH	8	40	Les fils d’Ulam furent de vaillants hommes, tirant de l’arc; et ils eurent beaucoup de fils et de petits-fils, cent cinquante. Tous ceux-là sont des fils de Benjamin.	Ulam viwo nye nutsu kalétowo kple Fanutrodalawo, eye nutsuvi gede kple togbuiyoviwo no wo si; wole ame alafa deka kple blaató. Amesiawo Kaii tso Benyamin viwo dome. Yerusalem nolawo. Israel blibo la na wonlo wofe s ñkowo di; Kpo da, wonlo wo de Israel-fiawo fe agbalē me. Ke wokplo Yuda yi Babel le wofe nutefe mawomawo ta.?
1CH	9	7	Des fils de Benjamin: Sallu, fils de Meschullam, fils d’Hodavia, fils d’Assenua;	Amesiwo tso Ben- yamin-viwo dome, wonye: Salu, Mesulam vi, amesi nye Hodaya vi, amesi nye Hasenua vi; 8 Yib- neya, Yeroham vi, kple Ela, Uzi vi, amesi nye Mihri vi; Mesulam, Sefatya vi, amesi nye Reguel vi, amesi nye Yibneya vi 9 kpakple noviawo le wofe fomewo nu; wole ame alafa asieke kple blaató vo ade. Amesiawo kata nye wote afekowo fe fomeawo fe tatowo
1CH	9	10	Des sacrificateurs: Jedaeja; Jehojarib; Jakin;	Amesiwo tso nunolawo do- me, wonye: Yedaya, Yoyarib, Ya- hin, 11 Azarya, ¿Hilkiya vi, amesi nye Mesulam vi, amesi nye Za- dok vi, amesi nye Merayot vi, amesi nye Ahitub vi; eya nye amega le Mawu fe afe la nu; 12 Adaya, Yeroham vi, amesi nye Pashur vi, amesi nye Malhiya vi; Maesai, Adiel vi, amesi nye Yahzera vi, amesi nye Mesulam vi, amesi nye Mesilemit vi, amesi nye Imer vi, 13 hekpe de wo noviwo nu. Woa- wo nye wofe afekowo fe amepa - wo; wole ame akpe deka alafa adre kple blaade, amesiwo nye ame zázewo le Mawu £e afe la fe dowo wowo me
1CH	9	13	et leurs frères, chefs des maisons de leurs pères, mille sept cent soixante, hommes vaillants, occupés au service de la maison de Dieu.	IV. 4, 18 IV. 95,7 h ,9.11. k Mo. B, v
1CH	9	25	Leurs frères, qui demeuraient dans leurs villages, devaient de temps à autre venir auprès d’eux pendant sept jours.	Eye wo noviwo tsoa wofe kofewo me vana nkeke adreadre, ne woakpe asi de enu na wo ti; 26 elabena agbo- nudzolawo fe amepa eneawo do do la me dikà ; wonye Lewi-viwo, eye wokpoa Mawu fe afe la fe howo kple nudzradofeawo dzi
1CH	10	8	Le lendemain, les Philistins vinrent pour dépouiller les morts, et ils trouvèrent Saül et ses fils tombés sur la montagne de Guilboa.	Esi nu ke, eye Filistitowo va nu de ge le ame tsiawawo nu la, wokpo Saul kple viawo woku de Gilboa-to la dzi, 9 eye wode nu le enu hetso efe ta kple efe awa- wonuwo do de Filistitowo fe anyi- gba dzi godo, ne woade gbe fà dzidzo sia na wofe mawuwo kple duko la
1CH	10	11	Tout Jabès en Galaad ayant appris tout ce que les Philistins avaient fait à Saül,	Esi Yabes-Gileadtowo Kaia se nusiwo ken Filistitowo wo Saul la, 12 nutsu awawolawo kata ho, eye wova tso Saul kple viawo fe kukuawo yi Yabes; wodi wofe fu- wo de baniti Ja te le Yabes, eye wotsi nu do nkeke adre son
1CH	10	13	Saül mourut, parce qu’il se rendit coupable d’infidélité envers l’Éternel, dont il n’observa point la parole, et parce qu’il interrogea et consulta ceux qui évoquent les morts.	Ale Saul ku le efe vodada de Ye- howa nu kple J Yehowa fe nya; si me melé de asi o la ta. Ede no- liyolawo hà gbo dabia gbe wo se, 14 ke mebia gbe Yehowa ya se o; eyata wowui, eye wona fiadufe la yi de Dawid, Isai vi la si me. Wosi ami na Dawid hedo fiae; eko Zion, eye wongo me. 1 Tete Israel blibo la ya Kpe ta de Dawid gb le Hebron gblo bena: Kpo da, wó fu kple wo nutila míenye
1CH	11	12	Après lui, Éléazar, fils de Dodo, l’Achochite, l’un des trois guerriers.	Eyometo nye /Elea- zar, Ahohito, Dodo fe vi, amesi le kaléto etoawo dome; 13 eya no Dawid gbo le Pas-Hamim, esime Filistitowo kpe ta, be woawo awa le afima. Bli le agblea de me fü le afima, eye duko la si le Fili- stitowo nu
1CH	11	26	Hommes vaillants de l’armée: Asaël, frère de Joab. Elchanan, fils de Dodo, de Bethléhem.	Nutsu kalétoawo nye: Asahel, Yoab novi; Elhanan, Hodo vi, tso Betlehem; 27 ?Harorito Samot; Pelonito Helez; 28 Tekoato Ira, Ikes vi; Anatotito Abiezer; 29 Hu- satito Sibehai; Ahohito Ilai; 30 Netofatito Maharai ; Netofatito He- led, Baana vi; 31 Itai, Ribai vi, tso Benyamin-viwo fe Gibea; Pirato- nito Benaya; 32 Hurai tso Nahale- Gaas; Árbatito Abiel; 33 Baharu- mito Azmawet;Saalebonito Elyah- ba; 34 Gizonito Bene-Hasem; Ha- rarito Yonatan, Sage vi; 35 Hara- rito Ahiam, Sahar vi; Elifal, Ur vi; 36 Meheratito Hefer ; Pelonito Ahiya; 37 Karmelito Hezro; Naa- rai, Ezbai vi; 38 Yoel, Natan no- vi; Mibhar, Hagri vi; 39 Amonito Zelek;Berotito Naherai,amesi nye Zeruya vi, Yoab fe adekplovi; 40 Yitrito Ira; Yitrito Gareb ; 41 Hi- tito !Uriya; Zabad, Ahelai vi; 42 Adina, Siza vi, amesi nye Ruben- to, eya nye Ruben-viwo fe tato, eye ame blaetó kpe de enu; 43 Hanan, Maaha vi; Mitnito Yosafat; 44 Asteratito Uziya; Sama kple Yeiel, amesiwo nye Aroerito Ho- tam viwo; 45 Yediael, Simri vi, kple novia, Tizito, Yoha ; 46 Maha- wito Eliel; Yeribai kple Yosaya, amesiwo nye Elnaam viwo; Moa- bito Yitma; 47 Eliel, Obed kpa- kple Yaasiel tso Mezobaya
1CH	12	3	Le chef Achiézer et Joas, fils de Schemaa, de Guibea; Jeziel, et Péleth, fils d’Azmaveth; Beraca; Jéhu, d’Anathoth;	Tato Ahiezer kple Yoas, amesiwo nye Gibcatito Hasmaa viwo; Yeziel kple Pelet, amesiwo nye Azmawet-viwo; Beraha kple Anatotito Yehu; 4 Gibeonito Yis- maya, amesi nye kaleto le ame blaetóawo dome, eye wòle ame blaetóawo nu; Yeremya, Yahaziel, Yohanan kple Gederatito Yoza- bad; 5 Eluzai, Yerimot, Bealya, Semarya, Harufito Sefatya, 6 El- Kana, Yisiya, Azareel, Yoezer, Yasobeam, amesiwo nye Korah viwo, 7 Yoela kple Sebadya, ame- siwo nye Yeroham viwo tso Ge- dor
1CH	12	9	Ézer, le chef; Abdias, le second; Éliab, le troisième;	Ezer enye tato, evelia nye Obadya, etolia nye Eliab, 10 ene- lia nye Mismana, atólia nye Ye- remya, 11 adelia nye Atai, adre- lia nye Eliel, 12 enyilia nye Yo- hanan, asiekelia nye Elzabad, 13 ewolia nye Yeremya, wuidekelia nye Mahbanai
1CH	12	16	Il y eut aussi des fils de Benjamin et de Juda qui se rendirent auprès de David dans la forteresse.	Eye esi amewo tso Benya- min-viwo kple Yuda-viwo dome va Dawid gbo le md me 1a, 17 Da- wid do yi wo gbo, eye wóho edzi gblo na wo bena: Nenye nutifafa me mieva gbonye le, be miaho nam la, ekema mawo deka kpli mi tso dzi me, ke nenye de miebe, yewoade agonyeme de go na nye ketowo, evo wónye yba deke mele asinye me o la, ekema mía fofo- wo fe Mawu akpo me, eye wòa- tso me!
1CH	12	26	Des fils de Lévi, quatre mille six cents;	Amesiwo tso Lewi- viwo dome la, wole ame akpe ene kple alafa ade; 27 eye ame akpe etó kple alafa adre le Yoyada, amesi nye Aron viwo fe amepa la nu
1CH	12	28	et Tsadok, vaillant jeune homme, et la maison de son père, vingt-deux chefs.	Zadok, dekakpui kaléto, kple fofoa femetowo le amega blave vo eve 29 Amesiwo tso Benyamin-viwo, siwo nye Saul noviwo dome la, wole ame akpe eto, elabena vasede fifi la wofe akpa gáüto paku de Saul fe afe la nu ko
1CH	14	4	Voici les noms de ceux qui lui naquirent à Jérusalem: Schammua, Schobab, Nathan, Salomon,	Vi, siwo wodzi ne le Yerusalem la, fe ñko- wo nye: Samua, Sobab, Natan, Sa- lomo, 5 Yibhar, Elisua, Elpelet, 6 Noga, Nefeg, aia, 7 Elisama, Beelyada kple Elifelet. Dawid du Filistitowo dzi
1CH	15	5	des fils de Kehath, Uriel le chef et ses frères, cent vingt;	Amesiwo tso Kehat viwo dome, wonye amepa Uriel kple noviawo, wole ame alafa deka blave ; 6 ame- siwo tso Merari viwo dome, wonye amega Asaya kple noviawo, wole Wotso nubabladaka la va efe tefe. a Sam.1I.15,29. . 7, 5.23. . 25,14; Mo. IV. 4, 15. ame alata eve blave; 7 amesiwo tso Gerson viwo dome, wonye ame- gà Yoel kple noviawo, wole ame alafa deka blaetó; 8 amesiwo tso Elizafan-viwo dome, wonye ame- gàSemaya kplenoviawo, wole ame alafa eve; 9 amesiwo tso Hebron- viwo dome, wonye amepa Eliel kple noviawo, wole ame blanyi; 10 amesiwo tso Uziel viwo dome, wonye amega Aminadab kple no- viawo, wole ame alafa deka kple wuieve
1CH	15	11	David appela les sacrificateurs Tsadok et Abiathar, et les Lévites Uriel, Asaja, Joël, Schemaeja, Éliel et Amminadab.	Eye Dawid na woyo Zadok kple Abyatar, siwo nye nunolawo, kple Lewi-viwo Uriel, Asaya,Yoel, Semaya, Eliel kple Aminadab, 12 eye woógblo na wo bena: Miawoe nye Lewi-viwo fe afekowo fe ta- towo, miawo kple mia noviwo mi- ko mia dokui nu, eye midako Ye- howa, Israel fe Mawu, fe adaka la va tefe, si mewo ne
1CH	15	17	Les Lévites disposèrent Héman, fils de Joël; parmi ses frères, Asaph, fils de Bérékia; et parmi les fils de Merari, leurs frères, Éthan, fils de Kuschaja;	Tete Lewi-viwo de Heman, Yoel vi, wode Asaf, Berehya vi, tso noviawo dome kple Etam, Kusa- ya vi, tso novia Merari-viwo do- me; 18 eye wo novi, siwo le dodo evelia me, kpe de wo nu: Zaharya, Yaaziel, Semiramot, Yehiel, Uni, Eliab, Benaya, Maaseya, Matitya, Elifelehu, Mikneya, Obed-Edom kple Yeiel, amesiawo nye agbo- nudzolawo
1CH	15	19	Les chantres Héman, Asaph et Éthan avaient des cymbales d’airain, pour les faire retentir.	Hadzilawo Heman, Asaf kple Etan, woawoe foa ako- bligakogoe la sesie, 20 eye Za- harya, Aziel, Semiramot, Yehiel, Uni, Eliab, Maaseya kple Benaya wonye amesiwo foa Kasaiku wò- dina abe detugbiwo fe gbe ene; 21 Eye Matitya, Elifelehu, Mik- neya, Obed-Edom, Y eielkple Azaz 3:0 ya wonye amesiwo tso WANA ka enyito doa ha dae
1CH	16	4	Il remit à des Lévites la charge de faire le service devant l’arche de l’Éternel, d’invoquer, de louer et de célébrer l’Éternel, le Dieu d’Israël.	Eye Dawid de amewo tso Lewi-viwo dome, ne woasubo le Yehowa fe adaka la ngo, woado nku Yehowa, Israel fe Mawu la dzi, woada akpe ne, eye woaka- fui 5 kple wofe hadzinuwo, siwo nye sankuwo kple kasañkuwo; a kp.8 22kpo 15. b kp. 25-29 kpo Sam. II. 6, 12 y. 16. d kp. 1 3
1CH	16	8	Louez l’Éternel, invoquez son nom!	Mida akpe na Yehowa, miyo efe nko! Mide gbe fà efe nutsu- wowowo le dukowo dome!
1CH	16	9	Chantez, chantez en son honneur!	Mi- dzi ha ne, mifo sanku ne, eye mifo nu le efe nukunuwo kata nu- ti!
1CH	16	10	Glorifiez-vous de son saint nom!	Mitso efe nko kokoe la fo adegbee, amesiwo dia Yehowa la fe dzi nekpo dzidzo!
1CH	16	12	Souvenez-vous des prodiges qu’il a faits,	Mido nu efe nu- kunuwo, dzesiwo kple wonudodró, si tso efe nu me, 13 mi efe dola Israel fe dzidzimeviwo, Yakob-vi- wo kple mi efe ame tiatiawo!
1CH	16	14	L’Éternel est notre Dieu;	Eya, Yehowa, enye mia Mawu; eyae dróa wonu heheame kata
1CH	16	15	Rappelez-vous à toujours son alliance,	Mido nu efe nubabla, nya, si wògblo hena dzidzime akpewo la tegbe; 16 nusi wóbla kple Abra- ham kple atam, si wóka na Isak, 17 etsoe wo dodo na Yakob, eye wòtsoe wo nubabla na Israel te- gbe 18 hegblo bena: Wóe matso Kanaan-nyigba ana wóanye miafe domenyinu, si wodzidze; 19 afisi miele we le, eye miafe hehléme mede naneke nu o, kple afisi mie- nye amedzroe le
1CH	16	20	Et ils allaient d’une nation à l’autre	Eye esi wo- tsa tso duko gbo yi duko ebo, tso fiadufe gbo yi duko bubu gbo 1a, 21 mena amea deke te wo de anyi o, eye woawo ta wóhe to na fiawo do
1CH	16	22	Ne touchez pas à mes oints,	Migaka asi nye amesiami- nawo iu o, eye migawo yba deke nye nyagblodilawo o!
1CH	16	24	Racontez parmi les nations sa gloire,	Mifo nu le efe nutikokoe nu le dukowo do- me kple efe nukunuwo nu le anyi- gbadzitowo katà dome
1CH	16	29	Rendez à l’Éternel gloire pour son nom!	Mide nunanawo va enku mee, eye mi- do aizyb kokoe ade ta apu na Yehowa!
1CH	16	34	Louez l’Éternel, car il est bon,	Mida akpe na Yehowa, ela- bena efe dome nyo, eye efe ame- nuveve li tegbe!
1CH	16	35	Dites: Sauve-nous, Dieu de notre salut,	Eye migblo be: Wò Mawu, míafe hola, ho na mí, fo mía nu fu, eye de mí tso dukowo si me, ne míada akpe na wo nko kokoe la, eye míatso wo kafukafu afo adegbee!
1CH	16	36	Béni soit l’Éternel, le Dieu d’Israël,	Woaka- fu Yehowa, Israel fe Mawu la, tso mavo me yi mavo me! Tete du- ko blibo la gblo be: Neno alea! Eye wokafu Yehowa. 37 Eye wóde Asaf kple noviawo do afima le Yehowa fe nubablada- ka la ngo, ne woasubo gbesiagbe le adaka la ngo de nkeke sia nkeke fe dodo nu; 38 edo Obed-Edom, Yedutun vi, kple Hosa kpakple wo novi blaade vo enyi wonye agbo- nudzolawo; 39 eye wódo nunola Zadok kple novia, siwo nye nuno- lawo la, Yehowa fe nofe la ngo ledvosafe Gibeon, 40 ne woasa nu- mevo na Yehowale numevosamle- Kpw la dzi da, ndi kple IIe, abe alesi wonlo de Yehowa fe se la me na Israel ene; 41 eye Heman kple Yedutun kpakple ame tiatia susgeawo, siwo nko wonlo la, kpe de wo nu, ne woadzi: Mida akpe na Yehowa, elabena efe amenu- veve li tegbe! 42 Wotso kpéwo, gakogoewo kple Mawu fe hadzi- nuawo na wo hena kpé kulawo. Eye Yedutun viwo nye agbonu- dzolawo
1CH	17	26	Maintenant, ô Éternel! Tu es Dieu, et tu as annoncé cette grâce à ton serviteur.	Azo Yehowa, wge nye Ma- wu, eye nëgblo nya nyw sia na wò dola; 27 eyata 15, ne nayra wo dola fe afe, ne wóano nkuwó me tegbé, elabena ne wò Yehowa neyra la, yayra la noa anyi tegbe! Dawid ho sika, klosalo kple ga le awawowo me, eye wòtsoe hena gbedoho tutu. Dawid fe dowolawo kple nunolawo
1CH	18	9	Thohu, roi de Hamath, apprit que David avait battu toute l’armée d’Hadarézer, roi de Tsoba,	Esi Hamat-fia Tou se be, Da- wid si Zoba-fia Hadadezer fe awa- ko bliboa la, 10 etso sika kple klo- salo kpakple akoblinu vovovowo de via Hadoram si do de fia Da- wid, ne yeado gbe ne, eye yeadi dzogbenyuie ne, le esi wowo awa kple Hadadezer, eye wosii ta; ela- bena Tou kple Hadadezer wole ke me
1CH	18	12	Abischaï, fils de Tseruja, battit dans la vallée du sel dix-huit mille Édomites.	Abisai, Zeruya vi, wu Edom- to ame akpe wuienyi le dzefe la me, 13 eye wode amewo do Edom. Ale Edomtowo kata zu Dawid te- viwo, eye Yehowa kpe de Dawid nu afisiafi, si woyi
