livre	chapitre	verset	fr	ewe
1SA	11	11	Le lendemain, Saül divisa le peuple en trois corps. Ils pénétrèrent dans le camp des Ammonites à la veille du matin, et ils les battirent jusqu’à la chaleur du jour. Ceux qui échappèrent furent dispersés, et il n’en resta pas deux ensemble.	Esi nu ke la, Saul mà duko la de awalogo etó me, eye wova dze asada la dzi le ndi nu- dzogi hewu Amonitowo vasede ndo. Ke amesiwo kpoto la, ka hle, ale be wó dome ame eve metsi afi deka o
1SA	2	34	Et tu auras pour signe ce qui arrivera à tes deux fils, Hophni et Phinées; ils mourront tous les deux le même jour.	Nusi ava viwowo kple eve Hofni kple Pinehas dzi la, anye dzesi na wó: Woa kple eve la woaku gbe deka!
1SA	20	38	Il lui cria encore: Vite, hâte-toi, ne t’arrête pas! Et le garçon de Jonathan ramassa les flèches et revint vers son maître.	Yonatan gado éli de nutsuvi 1a yome bena: De abla, netso, megato o! Eye Yonatan fe nu- tsuvi la fo anutroawo va efe afeto gbo
1SA	11	4	Les messagers arrivèrent à Guibea de Saül, et dirent ces choses aux oreilles du peuple. Et tout le peuple éleva la voix, et pleura.	Eye ame dodowo va Saul fe Gibea hegblo nyawo de duko la fe to me; tete duko blibo la fa avi kple gli
1SA	13	8	Il attendit sept jours, selon le terme fixé par Samuel. Mais Samuel n’arrivait pas à Guilgal, et le peuple se dispersait loin de Saül.	Eye wolala nkeke adre, si Samuel do; ke Samuel meva Gilgal o. Tete duko la kaka le enu
1SA	26	23	L’Éternel rendra à chacun selon sa justice et sa fidélité; car l’Éternel t’avait livré aujourd’hui entre mes mains, et je n’ai pas voulu porter la main sur l’oint de l’Éternel.	Yehowa ado amesia- me fe nu dzodzoe wowo kple nu- tetewowo tete ne, elabena Yeho- wa tso wò de asi nam egbe, eye nyemede asi Yehowa fe amesia- mina la nu o
1SA	30	21	David arriva auprès des deux cents hommes qui avaient été trop fatigués pour le suivre, et qu’on avait laissés au torrent de Besor. Ils s’avancèrent à la rencontre de David et du peuple qui était avec lui. David s’approcha d’eux, et leur demanda comment ils se trouvaient.	Esi Dawid va ame alafa eve, siwo nu dedi te belibeli, ale be womete nu dze Dawid yome o, amesiwo wógblé de Besor-towu nu gbo la, wova kpe Dawid kple awako, si le enu la; tete Dawid te de awako la ñu, eye wódo gbe na wo
1SA	24	2	Lorsque Saül fut revenu de la poursuite des Philistins, on vint lui dire: Voici, David est dans le désert d’En-Guédi.	Esi Saul gbo tso Filisti- towo yometife la, wogblo ne bena: Kpo da, Dawid le En-Gedi-gbe- dzi!
1SA	30	20	Et David prit tout le menu et le gros bétail; et ceux qui conduisaient ce troupeau et marchaient à sa tête disaient: C’est ici le butin de David.	Eye Dawid ho aléwo kple nyi- wo katà hà, eye wokplo wo dze laha bubuawo ngo, eye wole gbo- gblom bena: Dawid fe aboyonu enye si!
1SA	14	16	Les sentinelles de Saül, qui étaient à Guibea de Benjamin, virent que la multitude se dispersait et allait de côté et d’autre.	Eye Saul fe gbe- tasrála, siwo le Gibea-Benyamin la, kpo bena, amehaa dewo le du fum tso afii yi afii
1SA	15	32	Puis Samuel dit: Amenez-moi Agag, roi d’Amalek. Et Agag s’avança vers lui d’un air joyeux; il disait: Certainement, l’amertume de la mort est passée.	Eye Samuel gblo bena: Mi- kplo Amalek-fia Agag ve nam! Agag zo yi egbo kakaka, eye Agag gblo bena: Ku fe vevesese gà hà bu!
1SA	25	27	Accepte ce présent que ta servante apporte à mon seigneur, et qu’il soit distribué aux gens qui marchent à la suite de mon seigneur.	Ke azo la ho nu- siwo wo dolanyonu tso ve na nye afeto la, na dekakpui, siwo kplo nye afeto do la!
1SA	14	18	Et Saül dit à Achija: Fais approcher l’arche de Dieu! Car en ce temps l’arche de Dieu était avec les enfants d’Israël.	Eye Saul gblo na Ahiya bena: Tso ?Mawu fe adaka la ve! Elabena Mawu fe adaka la le Israel-viwo gbo gemagi
1SA	18	30	Les princes des Philistins faisaient des excursions; et chaque fois qu’ils sortaient, David avait plus de succès que tous les serviteurs de Saül, et son nom devint très célèbre.	Eye wóva me, ne Filistitowo fe amegáwo ho,eye zi gede alesi wohola, edzea dzi na Dawid wu Saul fe dolawo kata, eye efe nko de du nuto. Saul ti Dawid yome, eye wüósi yi Samuel gb
1SA	16	12	Isaï l’envoya chercher. Or il était blond, avec de beaux yeux et une belle figure. L’Éternel dit à Samuel: Lève-toi, oins-le, car c’est lui!	Tete wódo ame wodakploe ve; ebii, efe nkuwo le hoe, eye wò- nye ame kpokploe. Eye Yehowa gblo be: Tso, nasi ami ne, ela- bena eyae!
1SA	13	22	Il arriva qu’au jour du combat il ne se trouvait ni épée ni lance entre les mains de tout le peuple qui était avec Saül et Jonathan; il ne s’en trouvait qu’auprès de Saül et de Jonathan, son fils.	Esi awakpegbe do la, womekpo yi alo akplo le duko blibo, si le Saul kple Yonatan nu la si o, negbe Saul kple via Yo- natan si ko wole
1SA	9	11	Comme ils montaient à la ville, ils rencontrèrent des jeunes filles sorties pour puiser de l’eau, et ils leur dirent: Le voyant est-il ici?	Esi wole to liam yina dua me la, wokpe nyonuviwo wo- yina tsi du ge, eye wobia wo v Yoh. 3, 23. e Fia. II. 17,13; Kron.I. 9,22; Mo. IV. 24, 3. bena: Nukpola le afi sia?
1SA	15	22	Samuel dit: L’Éternel trouve-t-il du plaisir dans les holocaustes et les sacrifices, comme dans l’obéissance à la voix de l’Éternel? Voici, l’obéissance vaut mieux que les sacrifices, et l’observation de sa parole vaut mieux que la graisse des béliers.	Tete Samuel gblo bena: A, numevosawo kple akpedavosawoe dzea Yehowa nu wu tododo Ye- howa fe gbea? Kpo da, tododo nyo wu vosa, eye nusese nyo wu agbo fe ami
1SA	14	33	On le rapporta à Saül, et l’on dit: Voici, le peuple pèche contre l’Éternel, en mangeant avec le sang. Saül dit: Vous commettez une infidélité; roulez à l’instant vers moi une grande pierre.	Eye wova gbloe na Saul bena: Kpo da, awako la wo a Won. M, 22; Kron.11.20,23. b kp. 18; 23, 9. e Yos. 7, 19. . 3, 17. nuvó de Yehowa nu hedu la, si fo wu! Tete wògblo bena: Mie- da fu; mimli Kpe paa de ve nam fififi!
1SA	20	26	Saül ne dit rien ce jour-là; car, pensa-t-il, c’est par hasard, il n’est pas pur, certainement il n’est pas pur.	Ke Saul megblo nyaa deke gbemagbe o, elabena ebu be, nanee dzo de edzi, ale be enu manya ko o; enutie meko o kokoko
1SA	12	16	Attendez encore ici, et voyez le prodige que l’Éternel va opérer sous vos yeux.	Ke mite va fifia ha, ne miakpo nu ga, si wo ge Yehowa ala le mia nku me!
1SA	22	12	Saül dit: Écoute, fils d’Achithub! Il répondit: Me voici, mon seigneur!	Eye Saul gblo bena: Ahitub vi, se gbe! Edo nu bena: Nyee nye si, afeto!
1SA	17	39	David ceignit l’épée de Saül par-dessus ses habits, et voulut marcher, car il n’avait pas encore essayé. Mais il dit à Saül: Je ne puis pas marcher avec cette armure, je n’y suis pas accoutumé. Et il s’en débarrassa.	Eye Dawid ta efe yi de awu la dzi, eye wóde asi zodede me, elabena mete edodo Kpo o. Tete Dawid gblo na Saul bena: Nyemate nu ano alea ayi o, elabena nyemedoe kpo o. Eye Dawid de wo di
1SA	15	24	Alors Saül dit à Samuel: J’ai péché, car j’ai transgressé l’ordre de l’Éternel, et je n’ai pas obéi à tes paroles; je craignais le peuple, et j’ai écouté sa voix.	Saul gblo na Samuel bena: Mewo nuvo be, meda Yehowa fe se kple wo nyawo dzi; elabena de mevo duko la, eyata mese wofe gbe do
1SA	22	20	Un fils d’Achimélec, fils d’Achithub, échappa. Son nom était Abiathar. Il s’enfuit auprès de David,	Eye Ahitub vi, Ahimeleh fe vi deka, si nko nye Abyatar la, si dze Dawid yome
1SA	3	17	Et Éli dit: Quelle est la parole que t’a adressée l’Éternel? Ne me cache rien. Que Dieu te traite dans toute sa rigueur, si tu me caches quelque chose de tout ce qu’il t’a dit!	Eye wógblo bena: Nya ka wo- gblo na wo? Megagla naneke dem o! Ne èġla nusi wógblo na wó la de dem la, ekema Mawu afia wo agafia wò de edzi!
1SA	3	9	et il dit à Samuel: Va, couche-toi; et si l’on t’appelle, tu diras: Parle, Éternel, car ton serviteur écoute. Et Samuel alla se coucher à sa place.	Eye Eli gblo na Samuel bena: Yi da- mlo anyi, ne wogayo wo la, eke- ma gblo bena: Fo nu, Yehowa! Wo dola ké to di. Eye Samuel yi damlo emlofe
1SA	24	3	Saül prit trois mille hommes d’élite sur tout Israël, et il alla chercher David et ses gens jusque sur les rochers des boucs sauvages.	Tete Saul de nutsu tiatia akpe etó le Israel blibo la me heyi, be wóadi Dawid kple efe amewo le agamegbogakpe la dzi
1SA	18	6	Comme ils revenaient, lors du retour de David après qu’il eut tué le Philistin, les femmes sortirent de toutes les villes d’Israël au-devant du roi Saül, en chantant et en dansant, au son des tambourins et des triangles, et en poussant des cris de joie.	Esi wogbo tso Dawid fe Fili- stitoa wufe la, nyonuwo tso Is- rael-duwo kata me le ha dzim hele ge dum va kpe fia Saul; wole ahatse fom, le aseye tsom, eye wole gakogoe fom
1SA	28	10	Saül lui jura par l’Éternel, en disant: L’Éternel est vivant! Il ne t’arrivera point de mal pour cela.	Tete Saul ta Yehowa ne bena: Meta Yehowa fe agbe, ne fodidi ano dziwó le nya sia me fi!
1SA	22	23	Reste avec moi, ne crains rien, car celui qui cherche ma vie cherche la tienne; près de moi tu seras bien gardé.	Tsi gbonye, megavo o, ela- bena amesi le nye ku dim la, eya adi wo ha wo ku; ekpo sitsofe le gbonye. Dawid ho Kegila le Filistitowo si, wodo vloe, tl eyome, eye sake wodee to nukumoa de dzi
1SA	17	5	Sur sa tête était un casque d’airain, et il portait une cuirasse à écailles du poids de cinq mille sicles d’airain.	Edo akoblikuku de ta, eye wódo gawu, si le abe làtsro ene, eye gawu la fe kpekpeme le akobli sekel akpe ato
1SA	28	25	Elle les mit devant Saül et devant ses serviteurs. Et ils mangèrent. Puis, s’étant levés, ils partirent la nuit même.	Eye wótsoe va do Saul kple efe dolawo kome, eye wodui ; emegbe wotso hedzo le zà ma me
1SA	18	4	Il ôta le manteau qu’il portait, pour le donner à David; et il lui donna ses vêtements, même son épée, son arc et sa ceinture.	Eye Yonatan de awu Wla- ya, si le enu la, tso na Dawid hekpe de efe awawu kple yi, dati kple alidziblanu nu
1SA	1	8	Elkana, son mari, lui disait: Anne, pourquoi pleures-tu, et ne manges-tu pas? Pourquoi ton cœur est-il attristé? Est-ce que je ne vaux pas pour toi mieux que dix fils?	Tete srba Elkana gblo ne bena: Hana, nuka le wowóm nèle avi fam, eye nukanuti négbe nududu, eye wó dzi le nu ham? De nyemede üutsuvi ewo nu na wo oa?
1SA	22	16	Le roi dit: Tu mourras, Achimélec, toi et toute la maison de ton père.	Tete fia la gblo bena: Wò Ahi- meleh kple fofowó fe afemetowo kata miaku!
1SA	19	6	Saül écouta la voix de Jonathan, et il jura, disant: L’Éternel est vivant! David ne mourra pas.	Tete Saul do to Yonatan fe gbe, eye Saul ka atam bena: Meta Yehowa fe agbe, ne woawui fi!
1SA	19	10	David jouait, et Saül voulut le frapper avec sa lance contre la paroi. Mais David se détourna de lui, et Saül frappa de sa lance la paroi. David prit la fuite et s’échappa pendant la nuit.	Eye Saul di be, yeato akplo Dawid amimi de gli ñu, ke ede aha na Saul, eye akplo la yi dato gli. Eye Dawid si dzo le ză ma me
1SA	15	18	L’Éternel t’avait fait partir, en disant: Va, et dévoue par interdit ces pécheurs, les Amalécites; tu leur feras la guerre jusqu’à ce que tu les aies exterminés.	Eye Yehowa do wò de nugbe gblo bena: Yi nadatsró nuvówola, siwo nye Amalekitowo la gbidigbidi, eye nawo awa kpli wo, vasede esime natsró wo!
1SA	23	16	Ce fut alors que Jonathan, fils de Saül, se leva et alla vers David dans la forêt. Il fortifia sa confiance en Dieu,	Eye Saul vi Yo- natan dze mo yi Dawid gb le ave la me, eye wótso Mawu de dzi fo ne
1SA	31	3	L’effort du combat porta sur Saül; les archers l’atteignirent, et le blessèrent grièvement.	Awa la nu sé nuto de Saul dzi, eye esi anutro- dalawo va tui la, vovó doe nuto le anutrodalawo nu
1SA	28	12	Lorsque la femme vit Samuel, elle poussa un grand cri, et elle dit à Saül: Pourquoi m’as-tu trompée! Tu es Saül?	Esi nyonua kpo Samuel la, edo gli sesie. Eye nyonu la gblo na Saul bena: Nu- Kahun néblem? Evo wónye woe nye Saul hafi!
1SA	26	5	Alors David se leva et vint au lieu où Saül était campé, et il vit la place où couchait Saül, avec Abner, fils de Ner, chef de son armée. Saül couchait au milieu du camp, et le peuple campait autour de lui.	Eye Dawid tso heva afisi Saul fu asada anyi do, eye Dawid kpo afisi Saul kple efe /awafia Abner, Ner vi la, mlo; Saul mlo tasiadamwo fe takpefe, eye awako la de to dee godo
1SA	20	41	Après le départ du garçon, David se leva du côté du midi, puis se jeta le visage contre terre et se prosterna trois fois. Les deux amis s’embrassèrent et pleurèrent ensemble, David surtout fondit en larmes.	Esi nu- tsuvia dzo la, tete Dawid tsi tre tso dziehe gome, eye wode ta apu hebobo zi eto, eye wodudo nu na wo noewo hefa avi kple wo noewo, vasede esime Dawid fe gbe sé wu
1SA	20	16	Car Jonathan a fait alliance avec la maison de David. Que l’Éternel tire vengeance des ennemis de David!	Ale Yonatan bla nu kple Dawid gblo bena: Yehowa abia hlo Dawid fe futowo!
1SA	20	21	Et voici, j’enverrai un jeune homme, et je lui dirai: Va, trouve les flèches. Si je lui dis: Voici, les flèches sont en deçà de toi, prends-les! Alors viens, car il y a paix pour toi, et tu n’as rien à craindre, l’Éternel est vivant!	Eye mado dekakpuia de da agblo be: Yi dadi anutrowo! Ne megblo na dekakpui la be: Kpo da, anu- trowo le megbewoó afii, fo wo ve la, ekema gbugbo, elabena nuwo fa, eye nyaa deke meli o; meta Yehowa fe agbe!
1SA	14	39	Car l’Éternel, le libérateur d’Israël, est vivant! Lors même que Jonathan, mon fils, en serait l’auteur, il mourrait. Et dans tout le peuple personne ne lui répondit.	Meta Yehowa, si ho na Israel, fe agbe be, ne anye vinye Yonatan ye hà, ele be, wóaku! Gake amea deke medo nu ne le duko la dome o
1SA	2	23	Il leur dit: Pourquoi faites-vous de telles choses? Car j’apprends de tout le peuple vos mauvaises actions.	Eye wógblo na wo bena: Nukanuti miele nusia togbee wom ? Elabena mese miafe nu vlo wowowo le duko blibo sia nu
1SA	12	23	Loin de moi aussi de pécher contre l’Éternel, de cesser de prier pour vous! Je vous enseignerai le bon et le droit chemin.	Ke nede megbe hà tso nye hà gbonye, be matasi kuku- dede de mia ta, eye magbe mo nyui kple mo dzodzoe fiafia mi ahawo nuvó de Yehowa nu!
1SA	5	5	C’est pourquoi jusqu’à ce jour, les prêtres de Dagon et tous ceux qui entrent dans la maison de Dagon à Asdod ne marchent point sur le seuil.	Eyata Dagon fe nunolawo kple amesiwo Kaia dea Dagon fe me la, megadoa afo Dagon fe kpui nu le Asdod va- sede egbe o
1SA	17	34	David dit à Saül: Ton serviteur faisait paître les brebis de son père. Et quand un lion ou un ours venait en enlever une du troupeau,	Dawid gblo na Saul bena: Ne wo dola le fofoa fe aléwo kplom, eye dzata alo sisiblisi va lé alé deka le laha nu la, 35 metia eyome, eye mefone hedene le efe nu me; ke ne ebe, yeawo nu kplim 1a, meléa efe ge, eye mefone wuna
1SA	16	20	Isaï prit un âne, qu’il chargea de pain, d’une outre de vin et d’un chevreau, et il envoya ces choses à Saül par David, son fils.	Tete Isai kplo tedzi deka, eye wótso abolo kple wein lagbalegolo deka kpa- kple gbóvi deka de via Dawid si do de Saul
1SA	24	11	Tu vois maintenant de tes propres yeux que l’Éternel t’avait livré aujourd’hui entre mes mains dans la caverne. On m’excitait à te tuer; mais je t’ai épargné, et j’ai dit: Je ne porterai pas la main sur mon seigneur, car il est l’oint de l’Éternel.	Kpo da, wó nkuwo kpoe egbe sia be, Yehowa tso wó de asi nam. egbea le agado la me; eye wo- gblo be, mawu wó, ke meve nu- wo, eye megblo bena: Nyemade asi nye afeto nu o, elabena Ye- howa fe amesiamina wónye
1SA	9	17	Lorsque Samuel eut aperçu Saül, l’Éternel lui dit: Voici l’homme dont je t’ai parlé; c’est lui qui régnera sur mon peuple.	Esi Sa- muel kpo Saul la, Yehowa gblo ne bena: Kpo ga, nutsu, si nu nya megblo na wo la, enye si; eyae adu fia de nye duko nu
1SA	26	3	Il campa sur la colline de Hakila, en face du désert, près du chemin. David était dans le désert; et s’étant aperçu que Saül marchait à sa poursuite au désert,	Eye Saul fu asada anyi de Hahila-togbe, si le gbe- gbe la kasa le mo to la dzi; ke Dawid le gbeadzi. Esi Dawid kpo be, Saul ti eyome va gbea dzi la, 4 edo nkutsalawo da, eye wose be, Saul va vava
1SA	15	17	Samuel dit: Lorsque tu étais petit à tes yeux, n’es-tu pas devenu le chef des tribus d’Israël, et l’Éternel ne t’a-t-il pas oint pour que tu sois roi sur Israël?	Samuel gblo be: Mele eme oa? Esi mepu dokuiwó naneke o hà, mézu Is- rael-toawo fe tato oa? Eye Ye- howa si ami na wo hedo fia de Israel nu
1SA	18	16	mais tout Israël et Juda aimaient David, parce qu’il sortait et rentrait à leur tête.	Ke Israel blibo la kple Yuda lõa Dawid fe nya, elabena edona dzea wo ngo, eye wogagbona kpli wo
1SA	9	26	Puis ils se levèrent de bon matin; et, dès l’aurore, Samuel appela Saül sur le toit, et dit: Viens, et je te laisserai partir. Saül se leva, et ils sortirent tous deux, lui et Samuel.	Eye wofo ndi kanya; esi agu dze la, Samuel yo Saul le hota gblo bena: Fo, ne mado mo wo! Eye Saul fo, eye woa kple eve, eya kple Samuel, wodo de mo dzi
1SA	20	11	Et Jonathan dit à David: Viens, sortons dans les champs. Et ils sortirent tous deux dans les champs.	Tete Yonatan gblo na Dawid bena: Va míyi gbe me! Eye woa kple eve la woyi gbe me
1SA	6	17	Voici les tumeurs d’or que les Philistins donnèrent à l’Éternel en offrande pour le péché: une pour Asdod, une pour Gaza, une pour Askalon, une pour Gath, une pour Ékron.	Sikafofoe, siwo Filistitowo tso lé avu Yehowa, wonye si: Asdodto deka, Gazato deka, As- kalonto deka, Gat-to deka kple Ekronto deka
1SA	17	26	David dit aux hommes qui se trouvaient près de lui: Que fera-t-on à celui qui tuera ce Philistin, et qui ôtera l’opprobre de dessus Israël? Qui est donc ce Philistin, cet incirconcis, pour insulter l’armée du Dieu vivant?	Tete Dawid bia nutsu, siwo le tsitre de egbo bena: Nuka woawo na amesi awu Filistito ma, eye wóade nukpe da le Israel nu la? Ela- bena ameka nye Filistito boloto sia, be wóano alome dem le Mawu gbagbe la fe awalogpoawo nu?
1SA	17	19	Ils sont avec Saül et tous les hommes d’Israël dans la vallée des térébinthes, faisant la guerre aux Philistins.	Woawo kple Saul kpakple Israel-hutsuwo kata le awa wom kple Filistitowo le logobali la me
1SA	19	4	Jonathan parla favorablement de David à Saül, son père: Que le roi, dit-il, ne commette pas un péché à l’égard de son serviteur David, car il n’en a point commis envers toi. Au contraire, il a agi pour ton bien;	Eye Yonatan fo nu nyuie le Dawid nu na fofoa Saul gblo ne bena: Fia megada vo de efe dola Dawid ñu o, elabena meda fu de nuwo o, ke bon nusiwo wówo la, wó nyui ko wonye
1SA	14	23	L’Éternel délivra Israël ce jour-là, et le combat se prolongea jusqu’au-delà de Beth-Aven.	Ale Yehowa de Israel gbemagbe, eye awa la gbo Bet- Awen nu. Saul wa nu dzodzro
1SA	20	30	Alors la colère de Saül s’enflamma contre Jonathan, et il lui dit: Fils pervers et rebelle, ne sais je pas que tu as pour ami le fils d’Isaï, à ta honte et à la honte de ta mère?	Tete Saul do dome- dzoe de Yonatan nu, eye woógblo ne bena: Wo nyonu tsigbe fe vi! Menyae be, eba Isai vi la, be natso ado nukpe dokuiwó kple dawó fe ama
1SA	20	35	Le lendemain matin, Jonathan alla dans les champs au lieu convenu avec David, et il était accompagné d’un petit garçon.	Esi nu ke la, Yonatan yi gbe me, afisi eya kple Dawid wodo di, eye nutsuvi suea de kpe de enu
1SA	14	7	Celui qui portait ses armes lui répondit: Fais tout ce que tu as dans le cœur, n’écoute que ton sentiment, me voici avec toi prêt à te suivre.	Tete efe adekplovi do nu ne bena: Wo nusianu, si le wo dzi me; yi, kpo da, mele nuwo, abe alesi nedi ene!
1SA	18	15	Saül, voyant qu’il réussissait toujours, avait peur de lui;	Esi Saul kpo be, nuwo dzea dzi ne nuto la, ede asi evovo me
1SA	10	21	Il fit approcher la tribu de Benjamin par familles, et la famille de Matri fut désignée. Puis Saül, fils de Kis, fut désigné. On le chercha, mais on ne le trouva point.	Benyamin-to la te va le wofe fomeawo nu, eye nudzidze lé Matri-£ome la hedze Kis vi Saul dzi; eye wodii, pake wome- kpoe o
1SA	9	23	Samuel dit au cuisinier: Sers la portion que je t’ai donnée, en te disant: Mets-la à part.	Azo Samuel gblo na nudala bena: Tso là, si mede asi na wó hegblo be, na- dzrae do de dokuiwó gbo la ve!
1SA	15	1	Samuel dit à Saül: C’est moi que l’Éternel a envoyé pour t’oindre roi sur son peuple, sur Israël: écoute donc ce que dit l’Éternel.	Eye Samuel gblo na Saul » bena:?Yehowae dom, be ma- si ami na wo, ne nadu fia de efe duko Israel dzi. Eyata do to Ye- howa fe gbe!
1SA	17	30	Et il se détourna de lui pour s’adresser à un autre, et fit les mêmes questions. Le peuple lui répondit comme la première fois.	Eye wótro le egbo te de ame bubu nu hebia nya mawo ke, eye ameawo do nu ne abe tsa ene
1SA	4	17	Celui qui apportait la nouvelle dit en réponse: Israël a fui devant les Philistins, et le peuple a éprouvé une grande défaite; et même tes deux fils, Hophni et Phinées, sont morts, et l’arche de Dieu a été prise.	Dola la do iu gblo bena: Is- rael si le Filistowo nu, eye wosi duko la tototo ; viwó eveawo Hofni kple Pinehas hà ku, eye woho Mawu fe adaka la!
1SA	26	6	David prit la parole, et s’adressant à Achimélec, Héthien, et à Abischaï, fils de Tseruja et frère de Joab, il dit: Qui veut descendre avec moi dans le camp vers Saül? Et Abischaï répondit: Moi, je descendrai avec toi.	Tete Dawid ho edzi gblo na Hi- tito Ahimeleh kple Abisai, Yoab novi, Zeruya vi bena: Amekae ayi Saul gbo le asada me kplim? Abisai do nu bena: Mayi kpli wo! SAMUEL Ë 7 Eye Dawid kple ABE wova awako la gbo le za me; kpo da, Saul mlo anyi le alo dom le ta- siadamwo fe takpefe, eye wotso efe akplo tu anyi de efe tade, eye Abner kple awako la de to dee pogo
1SA	25	23	Lorsque Abigaïl aperçut David, elle descendit rapidement de l’âne, tomba sur sa face en présence de David, et se prosterna contre terre.	Esi Abigail kpo Dawid la, ewo kaba di le tedzi la dzi, eye wóde ta agu de Dawid nku me hebobo de anyi- gba
1SA	12	10	Ils crièrent encore à l’Éternel, et dirent: Nous avons péché, car nous avons abandonné l’Éternel, et nous avons servi les Baals et les Astartés; délivre-nous maintenant de la main de nos ennemis, et nous te servirons.	Eye wodo gli yo Yehowa gblo bena: Míewo nuv9, elabena míegblé Ye- howa di hesubo Baalwo kple Astar- tewo; azo de mí tso míafe futowo si me, ekema míasubo wo!
1SA	3	8	L’Éternel appela de nouveau Samuel, pour la troisième fois. Et Samuel se leva, alla vers Éli, et dit: Me voici, car tu m’as appelé. Éli comprit que c’était l’Éternel qui appelait l’enfant,	Yehowa gayo Samucl zi etolia; enumake wofo yi Eli gbo gblo bena: Nyee nye si, ela- pena eyom. Tete Eli dze sii bena, Yehowae le devi la yom
1SA	10	20	Samuel fit approcher toutes les tribus d’Israël, et la tribu de Benjamin fut désignée.	Eye Samuel na Israel-toawo te va, eye nudzidze lé Benyamin- to la.?
1SA	30	31	à ceux d’Hébron, et dans tous les lieux que David et ses gens avaient parcourus.	JEye Filistitowo wo awa kple a Israel, eye Israel-ñutsuwo si le Filistitowo nu, eye amewo tsi awa le Gilboa-to la dzi
1SA	10	23	On courut le tirer de là, et il se présenta au milieu du peuple. Il les dépassait tous de la tête.	Tete wofu du dahee tso afima ve, eye esi wóva dukoa dome 1a, Jeko, ale be duko la se abota ne
1SA	20	31	Car aussi longtemps que le fils d’Isaï sera vivant sur la terre, il n’y aura point de sécurité ni pour toi ni pour ta royauté. Et maintenant, envoie-le chercher, et qu’on me l’amène, car il est digne de mort.	Elabena nkeke alesi Isai vi la le agbe le anyi- gba dzi la, mia kple wo fiadufe mali ke o; eyata do, ne woakploe ve nam, elabena kuvi wónye!
1SA	17	32	David dit à Saül: Que personne ne se décourage à cause de ce Philistin! Ton serviteur ira se battre avec lui.	Eye Dawid gblo na Saul bena: Dzika megatso amea deke fo o! Wo dola ayi adawo awa kple Filistito ma
1SA	12	24	Craignez seulement l’Éternel, et servez-le fidèlement de tout votre cœur; car voyez quelle puissance il déploie parmi vous.	Deko mivó Yehowa, eye misuboe nyatefetoe tso miafe dzi blibo me, elabena miekpo nu ga, si wówo na mi!
1SA	12	13	Voici donc le roi que vous avez choisi, que vous avez demandé; voici, l’Éternel a mis sur vous un roi.	Azo miafe fia, si mietia, eye miebia la, enye si! Kpo da, Yehowa do fia de mia nu
1SA	9	18	Saül s’approcha de Samuel au milieu de la porte, et dit: Indique-moi, je te prie, où est la maison du voyant.	Tete Saul te de Samuel nu le agbo 1a nu gblo bena: Taflatse, gbloe nam, afika nukpola fe afe le?
1SA	12	2	Et maintenant, voici le roi qui marchera devant vous. Pour moi, je suis vieux, j’ai blanchi, et mes fils sont avec vous; j’ai marché à votre tête, depuis ma jeunesse jusqu’à ce jour.	Azo fia Ja adze mia ngo. Ke nye la metsi, me- fo wo, eye vinyewo le mia do- me; gake mezo mia ngo tso nye dekakpuime vasede egbe
1SA	11	13	Mais Saül dit: Personne ne sera mis à mort en ce jour, car aujourd’hui l’Éternel a opéré une délivrance en Israël.	Ke Saul gblo bena: Womawu amea deke le egbe nkeke sia dzi o, elabena egbe Yehowa na dzi- dudu le Israel!
1SA	5	2	Après s’être emparés de l’arche de Dieu, les Philistins la firent entrer dans la maison de Dagon et la placèrent à côté de Dagon.	Esi Filistitowo ho Mawu fe adaka la, wotsoe va Dagon fe me, eye wodae de ?Da- gon ppo
1SA	14	43	Saül dit à Jonathan: Déclare-moi ce que tu as fait. Jonathan le lui déclara, et dit: J’ai goûté un peu de miel, avec le bout du bâton que j’avais à la main: me voici, je mourrai.	Eye Saul gblo na Yonatan bena: Gbloe nam, nuka néwo? Yonatan gblo ne bena: Metso atikplo, si le asinye la, nu do anyitsi via de kpo. Nyee nye si, maku!
1SA	17	37	David dit encore: L’Éternel, qui m’a délivré de la griffe du lion et de la patte de l’ours, me délivrera aussi de la main de ce Philistin. Et Saül dit à David: Va, et que l’Éternel soit avec toi!	Dawid gagblo bena: Yehowa, si dem tso dzata kple sisiblisi si me la, eya ke adem tso Filistito sia si me. Tete Saul gblo na Dawid bena: Heyi, Yeho- wa nano kpli wó!
1SA	14	51	Kis, père de Saül, et Ner, père d’Abner, étaient fils d’Abiel.	Saul fofo Kis kple Abner fofo Ner wonye Abiel viwo
1SA	13	18	l’autre prit le chemin de Beth-Horon; et le troisième prit le chemin de la frontière qui regarde la vallée de Tseboïm, du côté du désert.	Awalogo evelia tro to Bet-Horon-mo, eye awalogo etolia tro to lifo, si ho go de Zeboim-bali me do ta gbedzi la gbo mo
1SA	8	17	Il prendra la dîme de vos troupeaux, et vous-mêmes serez ses esclaves.	Aho miafe alé- wo fe ewolia, eye mianye dolawo ne
1SA	1	25	Ils égorgèrent les taureaux, et ils conduisirent l’enfant à Éli.	Wowu nyi la, eye wókplo devi la yi na Eli
1SA	24	22	Jure-moi donc par l’Éternel que tu ne détruiras pas ma postérité après moi, et que tu ne retrancheras pas mon nom de la maison de mon père.	Eyata ta Yehowa nam be, maisro megbenye viwo o, eye matsrd nye nko da le fofonye fe me o!
